Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH
9B22,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.15,42.82,PEG 4000,42.82,8.5
8GI6,MICROBATCH,293.15,5.7,2.04,39.68,NA ACETATE (,39.68,5.7
8QDY,VAPOR DIFFUSION,293.0,8.0,2.16,43.13,8-12 % PEG 8000,43.13,8.0
8QDZ,VAPOR DIFFUSION,293.0,8.0,2.12,41.85,8-12 % PEG 8000,41.85,8.0
8QE0,VAPOR DIFFUSION,293.0,8.0,2.12,42.04,8-12 % PEG 8000,42.04,8.0
8QE1,VAPOR DIFFUSION,293.0,8.0,2.13,42.28,8-12 % PEG 8000,42.28,8.0
8QE2,VAPOR DIFFUSION,293.0,8.0,2.13,42.16,8-12 % PEG 8000,42.16,8.0
8QE3,VAPOR DIFFUSION,293.0,8.0,2.13,42.12,8-12 % PEG 8000,42.12,8.0
8QU2,"VAPOR DIFFUSION, SITTING DROP",293.15,7.071720961827902,1.69,27.1,MORPHEUS BUFFER SYSTEM 3,27.1,9.0
8QU3,"VAPOR DIFFUSION, SITTING DROP",293.15,9.0,1.94,36.7,MORPHEUS BUFFER SYSTEM 3,36.7,9.0
8QU4,"VAPOR DIFFUSION, HANGING DROP",293.15,9.0,1.64,25.3,MORPHEUS BUFFER SYSTEM 3,25.3,9.0
8AWR,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.43,49.44,NA2SO4,49.44,7.0
8GQM,"VAPOR DIFFUSION, HANGING DROP",293.0,6.4,2.17,43.23,1,43.23,6.4
8IMR,"VAPOR DIFFUSION, HANGING DROP",283.0,8.0,2.78,55.72,"AMMONIUM SULFATE
0.1 M TRIS-HCL (",55.72,8.0
8PAT,VAPOR DIFFUSION,293.15,7.290901026456254,2.76,55.42,"POTASSIUM NITRATE
20% PEG 3350",55.42,7.290901026456254
8PAY,"VAPOR DIFFUSION, SITTING DROP",293.15,7.3,2.77,55.57,"SODIUM FLUORIDE
20% PEG 3350",55.57,7.3
8Q1V,"VAPOR DIFFUSION, HANGING DROP",291.0,6.8999999999999995,3.35,63.27,20-25 % (W/V) PEG 6000,63.27,6.8999999999999995
8QF3,"VAPOR DIFFUSION, SITTING DROP",281.0,5.5,2.11,41.79,BIS-TRIS (,41.79,5.5
8QF4,"VAPOR DIFFUSION, SITTING DROP",293.0,4.2,1.97,37.67,POTASSIUM PHOSPHATE CITRATE,37.67,4.2
8SD1,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.11,41.71,SODIUM CITRATE,41.71,7.8
8SD6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.11,41.6,SODIUM CITRATE,41.6,7.8
8SG0,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.89,35.38,LITHIUM SULFATE,35.38,8.5
8SP6,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5,2.57,47.4,PEG3350,47.4,6.5
8T4V,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,1.88,34.71,MES 6.5,34.71,6.5
8TFU,"VAPOR DIFFUSION, HANGING DROP",293.0,7.2,2.13,42.29,SODIUM PHOSPHATE MONOBASIC MONOHYDRATE,42.29,7.2
8TGC,"VAPOR DIFFUSION, HANGING DROP",298.0,8.5,2.12,41.97,AMMONIUM PHOSPHATE DIBASIC,41.97,8.5
8VCN,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.23,44.91,V/V TACSIMATE,44.91,4.0
8YHF,"VAPOR DIFFUSION, SITTING DROP",293.0,7.425000000000001,1.86,34.0,K/NA PO4,34.0,7.425000000000001
8YHL,"VAPOR DIFFUSION, SITTING DROP",293.0,6.433333333333334,2.07,40.72,MGAC2,40.72,6.433333333333334
8AQR,"VAPOR DIFFUSION, HANGING DROP",293.15,9.0,2.11,41.78,BICINE (,41.78,9.0
8ASZ,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,2.11,41.81,AMACETATE,41.81,4.6
8CMM,"VAPOR DIFFUSION, SITTING DROP",277.0,7.0,2.82,56.46,MGCL2 HEXAHYDRATE,56.46,7.0
8CMP,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,1.8,31.78,SODIUM ACETATE,31.78,7.699999999999999
8CMV,"VAPOR DIFFUSION, HANGING DROP",293.0,5.6,1.85,33.48,"SODIUM CITRATE TRIBASIC DIHYDRATE 1M
ISOPROPANOL 20%
PEG 4K 20%",33.48,5.6
8CNC,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,3.16,61.12,NA3CITRATE,61.12,8.0
8CNF,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.51,DI-AMMONIUMHYDROGEN CITRATE,43.51,5.0
8CNP,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.17,43.2,DI-AMMONIUMHYDROGEN CITRATE,43.2,5.0
8GCK,"VAPOR DIFFUSION, HANGING DROP",298.0,6.26,2.0,34.46,CACL2,34.46,6.26
8P6U,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.06,40.23,AMMONIUM SULFATE,40.23,6.5
8Q0C,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.04,39.74,AMMONIUM SULFATE,39.74,7.5
8Q6C,BATCH MODE,277.15,4.0,2.99,58.83,SODIUM ACETATE,58.83,4.0
8R8X,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8RC7,"VAPOR DIFFUSION, SITTING DROP",289.9803921479739,6.155555554408246,1.78,30.93,UREA,30.93,6.155555554408246
8RU5,"VAPOR DIFFUSION, SITTING DROP",293.0,6.720000000000001,2.37,48.17,"PEG6000
10% ETHYLENE GLYCOL
0.1M TRIS",48.17,7.5
8RYS,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,3.29,62.56,TRIS,62.56,8.5
8S1K,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.05,40.01,PROTEIN IN 25MM TRIS/HCL,40.01,7.5
8TJG,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,1.77,30.63,AMMONIUM ACETATE,30.63,5.5
8UPW,"VAPOR DIFFUSION, HANGING DROP",277.0,8.2,2.32,47.0,TRIS,47.0,9.0
8UTE,"VAPOR DIFFUSION, HANGING DROP",277.0,8.0,2.73,54.86,SODIUM CACODYLATE,54.86,6.0
8VB1,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.62,53.08,"AMMONIUM ACETATE
100MM MES",53.08,6.5
8YCM,"VAPOR DIFFUSION, HANGING DROP",289.0,7.311882996553229,2.7,54.4,BIS-TRIS,54.4,6.3
8YE5,EVAPORATION,293.0,7.8,2.08,40.83,POTASSIUM PHOSPHATE,40.83,7.8
8CKR,VAPOR DIFFUSION,292.0,7.5,2.298,42.426,"CACL2
100 MM HEPES
30% MPD",42.426,7.5
8IS2,LIQUID DIFFUSION,293.15,8.1,2.04,39.78,HEPES,39.78,8.1
8KDX,"VAPOR DIFFUSION, HANGING DROP",293.15,8.5,2.59,52.5,SODIUM CITRATE TRIBASIC DEHYDRATED,52.5,8.5
8OZ1,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.2,44.02,ENZYME IN 50 MM NAPI,44.02,7.0
8QAO,"VAPOR DIFFUSION, SITTING DROP",298.15,7.027534928950078,2.32,47.05,W/V PEG 4000,47.05,7.027534928950078
8QZD,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.96,37.18,PEG SMEAR HIGH,37.18,7.0
8RI3,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.31,46.83,7-14% (V/V) 2-METHYL-2,46.83,6.5
8TXF,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,2.04,39.64,TRIS (,39.64,7.5
8XAM,"VAPOR DIFFUSION, HANGING DROP",297.0,5.766699368629568,2.22,44.68,LICL,44.68,5.766699368629568
7FTJ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.98,37.72,10-12 MG/ML PROTEIN IN 25 MM TRIS/HCL,37.72,7.5
7FUA,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.0,38.48,10-12 MG/ML PROTEIN IN 25 MM TRIS/HCL,38.48,7.5
8CDT,"VAPOR DIFFUSION, SITTING DROP",293.15,10.5,3.43,64.17,CAPS (,64.17,10.5
8CDX,"VAPOR DIFFUSION, HANGING DROP",296.0,8.500066937760595,2.32,47.07,28-31% PEG4000,47.07,8.500066937760595
8CDZ,"VAPOR DIFFUSION, HANGING DROP",296.0,8.4999768767088,2.34,47.51,28-31% PEG4000,47.51,8.4999768767088
8CFN,"VAPOR DIFFUSION, HANGING DROP",291.0,8.0,2.76,55.44,KH2PO4,55.44,8.0
8CG2,"VAPOR DIFFUSION, HANGING DROP",291.0,8.0,2.78,55.69,KH2PO4,55.69,8.0
8CH9,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,2.69,54.35,V/V PEG 6000,54.35,8.1
8CIG,VAPOR DIFFUSION,292.0,8.0,2.76,55.39,TRIS-HCL,55.39,8.0
8CLO,"VAPOR DIFFUSION, SITTING DROP",295.15,6.5,2.76,55.51,IMIDAZOLE / MES,55.51,6.5
8CLT,"VAPOR DIFFUSION, HANGING DROP",295.15,5.5,2.34,47.41,NACL,47.41,5.5
8IQ5,"VAPOR DIFFUSION, SITTING DROP",288.0,3.500012102380037,2.12,42.06,BICINE,42.06,9.0
8P0D,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.36,47.88,HEPES,47.88,7.4
8VPW,BATCH MODE,298.0,8.8,2.25,45.34,PEG 3350,45.34,8.8
8VQ1,BATCH MODE,298.0,8.8,2.25,45.23,PEG 3350,45.23,8.8
7GRS,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.58,52.34,SODIUM NITRATE,52.34,6.5
8AM6,"VAPOR DIFFUSION, HANGING DROP",289.0,7.373128754487655,2.67,53.96,"AMMONIUM CITRATE TRIBASIC
20% PEG 3350",53.96,7.373128754487655
8G0N,"VAPOR DIFFUSION, SITTING DROP",289.15,6.0,2.16,42.94,0.2 UL 10.2 MG/ML FPHI (20MM TRIS,42.94,8.0
8G1L,"VAPOR DIFFUSION, HANGING DROP",295.0,7.287052014151152,2.5,50.72,NA ACETATE (,50.72,4.5
8G2N,"VAPOR DIFFUSION, HANGING DROP",295.0,6.5,2.54,51.6,MGCL2,51.6,6.5
8K9N,"VAPOR DIFFUSION, SITTING DROP",293.0,6.14,2.51,51.08,AMMONIUM SULFATE,51.08,6.14
8PEB,"VAPOR DIFFUSION, HANGING DROP",277.0,9.0,2.21,44.25,TRIS,44.25,9.0
8QMZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.04,39.79,PEG6000,39.79,7.0
8QN0,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.05,39.98,PEG5000MME,39.98,6.5
8SKQ,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,1.99,38.24,RNA,38.24,7.0
8T4R,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,1.84,33.0,PEG 5000 MONOMETHYL ETHER,33.0,6.5
8UFO,"VAPOR DIFFUSION, HANGING DROP",295.0,8.5,2.09,41.22,MGCL2,41.22,8.5
8VGC,MICROBATCH,277.0,4.6,2.82,56.43,AMMONIUM SULFATE IN 0.1 M SODIUM ACETATE,56.43,4.6
8VGD,MICROBATCH,277.0,5.8,1.93,36.39,AMMONIUM SULFATE IN 0.1 M SODIUM CITRATE,36.39,5.8
7YPD,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.09,41.07,TRIS-HYDROXYCHLORIDE,41.07,8.5
8CBA,"VAPOR DIFFUSION, SITTING DROP",293.0,4.2,2.12,41.93,JCSG,41.93,4.2
8CC2,"VAPOR DIFFUSION, HANGING DROP",278.15,6.0,2.09,41.17,AMMONIUM ACETATE,41.17,6.0
8FZ8,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.04,39.62,AMMONIUM ACETATE,39.62,7.5
8G1W,"VAPOR DIFFUSION, SITTING DROP",291.0,4.5,2.23,44.76,SODIUM FORMATE,44.76,4.5
8OGE,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,2.09,41.27,HEPES,41.27,7.5
8Q0S,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.02,39.03,30-33% PEG4K,39.03,4.5
8Q34,"VAPOR DIFFUSION, SITTING DROP",277.15,6.2627998693605464,2.09,41.04,PEG6000 -- 10% ETHYLENE GLYCOL -- 0.1M HEPES,41.04,7.0
8R11,"VAPOR DIFFUSION, SITTING DROP",293.0,7.425000000000001,2.69,54.23,PEG 4000,54.23,7.425000000000001
8R14,"VAPOR DIFFUSION, SITTING DROP",293.0,5.84,2.63,53.27,PEG 4000,53.27,5.84
8R16,"VAPOR DIFFUSION, SITTING DROP",293.0,6.36,2.69,54.25,PEG 4000,54.25,6.36
8RI5,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.3,46.43,7-14% (V/V) 2-METHYL-2,46.43,6.5
8RNY,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.79,0.8 NACL,38.79,4.5
8TBG,"VAPOR DIFFUSION, SITTING DROP",291.0,8.0,2.29,46.26,PEG4000,46.26,8.0
8TBJ,"VAPOR DIFFUSION, SITTING DROP",291.0,8.0,2.27,45.9,PEG4000,45.9,8.0
8TBK,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.31,46.74,PEG4000,46.74,7.0
8TBN,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.36,47.78,PEG6000,47.78,7.0
8UAC,"VAPOR DIFFUSION, HANGING DROP",291.0,5.5,1.86,33.99,NAAC,33.99,5.5
8BKH,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8BKN,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8C8B,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.16,43.0,PEG 1000,43.0,6.0
8C8D,"VAPOR DIFFUSION, HANGING DROP",298.0,6.0,2.14,42.58,PEG 1000,42.58,6.0
8DTS,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,1.37,10.37,AFSSFN SYNTHETIC PEPTIDE (GENSCRIPT) WAS DISSOLVED TO 30 MG/ML IN WATER AND CRYSTALLIZED BY HANGING DROP AT A 1:2 RATIO WITH 20% PEG 8000,10.37,7.5
8ENS,"VAPOR DIFFUSION, HANGING DROP",295.15,6.4496071344678,2.28,46.14,MES,46.14,6.2
8ENW,"VAPOR DIFFUSION, HANGING DROP",295.15,7.201628285991915,2.16,43.03,MES,43.03,6.0
8HM9,"VAPOR DIFFUSION, HANGING DROP",298.0,4.0,2.15,42.9,PEG1500,42.9,4.0
8PD6,"VAPOR DIFFUSION, SITTING DROP",294.0,7.5,1.85,33.42,PEG 3550,33.42,7.5
8PDD,"VAPOR DIFFUSION, SITTING DROP",298.0,6.34,3.24,62.09,TRIS,62.09,8.5
8PFK,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.32,46.91,V/V MPD,46.91,6.0
8PFQ,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,2.12,41.87,V/V MPD,41.87,7.0
8PQ0,"VAPOR DIFFUSION, SITTING DROP",293.0,7.425000000000001,2.83,56.47,PEG3350,56.47,7.425000000000001
8R8F,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R8G,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R8H,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R8I,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R8J,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R8W,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R8Y,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R8Z,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R90,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R91,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R92,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R93,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R94,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R95,BATCH MODE,293.0,6.9799999999999995,1.78,31.06,AMMONIUM SULFATE,31.06,6.9799999999999995
8R9D,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9E,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9F,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9G,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9H,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9I,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9J,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9K,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9L,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9M,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9N,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9P,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8R9Q,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA1,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA2,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA3,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA4,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA5,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA6,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA7,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA8,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RA9,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RAA,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RAB,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RAC,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RAD,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8RAE,BATCH MODE,293.0,7.425000000000001,1.87,34.15,AMMONIUM SULFATE,34.15,7.425000000000001
8C65,"VAPOR DIFFUSION, SITTING DROP",293.0,6.1,2.05,40.08,PEG 3350,40.08,6.1
8G82,MICROBATCH,277.0,6.0,3.31,62.8,PEG 1500,62.8,6.0
8I3P,"VAPOR DIFFUSION, SITTING DROP",291.0,6.999999999999999,1.96,31.73,AMMONIUM SULFATE,31.73,6.999999999999999
8I4D,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,1.98,38.01,PROTEIN SOLUTION : PROTEIN 24MG/ML,38.01,8.5
8KHM,"VAPOR DIFFUSION, SITTING DROP",287.0,5.836004208241743,2.39,43.65,HEPES,43.65,7.2
8KHO,"VAPOR DIFFUSION, SITTING DROP",287.0,6.990530053723439,2.24,45.09,HEPES,45.09,7.2
8OLJ,"VAPOR DIFFUSION, SITTING DROP",280.0,5.63577575874179,2.47,50.12,PROTEIN CONCENTRATION 4.1 MG/ML. RESERVOIR: TRISHCL,50.12,8.0
8P6Q,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,2.22,44.7,250 NL OF DL-TNFR-1 CRD2 (25 MG/ML) AND 250 NL OF PRECIPITANT (1.5 M SODIUM CHLORIDE,44.7,8.5
8R37,"VAPOR DIFFUSION, HANGING DROP",289.0,5.903853585874889,2.16,43.05,PEG3350 18% W/V,43.05,5.903853585874889
8RNV,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.0,38.39,NACL,38.39,4.5
8RNX,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.92,NACL,38.92,4.5
8SM6,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.37,48.15,PROTEIN CONCENTRATION,48.15,6.0
8V3K,"VAPOR DIFFUSION, SITTING DROP",294.0,5.885416916813355,2.15,42.82,BISTRIS (6.4),42.82,5.885416916813355
8VCW,"VAPOR DIFFUSION, SITTING DROP",298.0,5.5,2.16,43.08,0.4UL PROTEIN PLUS 0.4 UL 100MM BIS-TRI,43.08,5.5
8WA8,"VAPOR DIFFUSION, HANGING DROP",277.0,7.9,2.12,42.03,13.5-15% PEG 6000 (W/V),42.03,7.9
7Z64,"VAPOR DIFFUSION, SITTING DROP",298.0,5.868918469386238,3.33,63.01,KBR,63.01,5.868918469386238
7Z65,"VAPOR DIFFUSION, HANGING DROP",298.0,8.0,2.05,39.9,PEG 8000,39.9,8.0
8C85,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,1.88,33.9,CALCIUM ACETATE HYDRATE,33.9,7.5
8C86,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,1.88,33.89,CALCIUM ACETATE HYDRATE,33.89,7.5
8FRR,"VAPOR DIFFUSION, HANGING DROP",289.15,6.027970979190605,2.16,43.06,PEG 8000,43.06,6.027970979190605
8GJC,"VAPOR DIFFUSION, HANGING DROP",298.15,6.951735487154935,2.1,41.34,MOLECULAR DYNAMICS MORPHEUS SOLUTION CONTAINING 0.12M ETHYLENE GLYCOLS MIX,41.34,6.951735487154935
8HS0,VAPOR DIFFUSION,289.0,5.0,2.52,51.24,SODIUM ACETATE,51.24,5.0
8IMD,"VAPOR DIFFUSION, HANGING DROP",293.15,5.0,2.21,44.33,PEG 4,44.33,5.0
8J45,"VAPOR DIFFUSION, SITTING DROP",298.0,8.5,2.01,38.68,SODIUM CHLORIDE,38.68,8.5
8P8S,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,1.93,36.18,SODIUM ACETATE,36.18,6.0
8QMX,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.29,46.19,MES/TRIS,46.19,6.5
8QNN,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.0,38.48,CITRIC ACID,38.48,3.5
8R43,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,1.94,36.69,PEG3350,36.69,5.5
8R7M,"VAPOR DIFFUSION, SITTING DROP",291.0,4.5,2.0,38.62,PEG8000,38.62,4.5
8RBI,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,1.91,35.5,PEG3350,35.5,5.5
8U0Z,"VAPOR DIFFUSION, HANGING DROP",291.0,7.5,2.39,48.45,HEPES,48.45,7.5
8C2Y,"VAPOR DIFFUSION, HANGING DROP",277.0,7.8999999999999995,2.58,52.36,CACL 2,52.36,7.8999999999999995
8C30,"VAPOR DIFFUSION, HANGING DROP",277.0,8.500000000000002,2.56,51.95,CACL 2,51.95,8.500000000000002
8C39,"VAPOR DIFFUSION, HANGING DROP",293.0,4.0,1.98,37.94,ETHYLENE GLYCOL,37.94,4.0
8C3B,"VAPOR DIFFUSION, HANGING DROP",293.0,5.1,2.2,44.0,PEG4K,44.0,5.1
8CJK,"VAPOR DIFFUSION, SITTING DROP",293.15,6.05,2.38,48.35,PEG 3350,48.35,6.05
8DYE,"VAPOR DIFFUSION, HANGING DROP",298.0,4.7,2.43,49.3,SODIUM MALONATE,49.3,4.7
8FME,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,1.704642,27.8889,V/V JEFFAMINE ED-2001,27.8889,7.0
8HY9,"VAPOR DIFFUSION, SITTING DROP",277.0,8.1,1.92,35.94,TRIS,35.94,8.5
8JJV,"VAPOR DIFFUSION, SITTING DROP",293.0,6.998221763271004,1.74,29.45,BIS-TRIS,29.45,5.5
8JLY,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,1.76,30.19,SODIUM ACETATE TRIHYDRATE,30.19,4.6
8OHT,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.54,51.51,AMSO4 1 M LISO4 0.1 M TRISODIUM CITRATE,51.51,7.6
8OHU,"VAPOR DIFFUSION, SITTING DROP",293.0,7.056676075660038,2.48,50.43,AMSO4 1 M LISO4 0.1 M TRISODIUM CITRATE,50.43,7.056676075660038
8OHW,"VAPOR DIFFUSION, SITTING DROP",293.0,7.6,2.54,51.65,SODIUM CITRATE,51.65,5.0
8QTG,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.29,46.36,8-11 % PEG8000,46.36,8.0
8COH,"VAPOR DIFFUSION, SITTING DROP",277.0,4.1,2.08,40.78,CITRIC ACID,40.78,4.1
8G9C,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.23,44.87,PEG 8000,44.87,5.5
8I5K,"VAPOR DIFFUSION, SITTING DROP",293.0,5.9,1.99,38.17,MAGNESIUM CHLORIDE HEXAHYDRATE,38.17,5.9
8SGF,"VAPOR DIFFUSION, SITTING DROP",291.0,7.1,1.98,38.0,TRIS,38.0,8.0
8WIU,"VAPOR DIFFUSION, HANGING DROP",291.0,6.9,2.12,41.89,AMMONIUM ACETATE,41.89,6.9
8BZC,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,2.64,53.33,HEPES (,53.33,7.1
8BZK,"VAPOR DIFFUSION, SITTING DROP",293.0,4.6,1.86,34.0,NAOAC,34.0,4.6
8BZZ,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,2.1,41.39,SODIUM CITRATE,41.39,8.0
8C0M,"VAPOR DIFFUSION, SITTING DROP",293.0,6.62,2.03,39.33,AMMONIUM SULFATE; 0.1 SODIUM ACETATE,39.33,4.6
8C3Z,"VAPOR DIFFUSION, SITTING DROP",277.0,6.0,2.6,52.62,HEPES,52.62,7.1
8C40,"VAPOR DIFFUSION, SITTING DROP",277.0,8.299999999999999,2.65,53.53,HEPES,53.53,7.1
8C42,"VAPOR DIFFUSION, SITTING DROP",277.0,7.9,2.63,53.14,HEPES,53.14,7.1
